file,title,year,certainty
104186536,Three crump twin brothers of Damascus - L.C.2881(3),1817,
104186537,Laird of Cool's ghost - L.C.2881(4),1810,
104186538,History of Jack and the giants - L.C.2881(5),1800,
104186539,Wife of Beith - L.C.2881(6),1800,
104186540,"Coalman's courtship to a creel wife's daughter, or, A dialogue between an old woman and her son - L.C.2881(7)",1800,
104186541,Merry tales of the wise men of Gotham - L.C.2881(8),1800,
104186542,Fairy tales - L.C.2881(9),1800,
104186543,Witty and entertaining exploits of George Buchanan - L.C.2882(1),1799,
104186544,Choice collection of cookery receipts - L.C.2882(10),1801,
104186545,Court lady's true and ingenious fortune-book - L.C.2882(11),1803,
104186546,"Jealous man convinced that he is no cuckold, or, The way of the world represented - L.C.2882(12)",1801,
104186547,Art of courtship - L.C.2882(13),1800,
104186548,Authentic account of the important battle of the Nile - L.C.2882(14),1800,
104186549,"Dead man's resurrection, or, The judge buried alive in his own cellar - L.C.2882(15)",1801,
104186550,"Scots piper's queries, or, John Falkirk's cariches, made both plain and easy - L.C.2882(16)",1800,
104186551,Adventures of Jack Okham & Tom Splicewell - L.C.2882(17),1800,
104186552,"Copy of a letter, written by the Rev. Mr. William Barlas - L.C.2882(18)",1800,
104186553,"New game at cards, or, A pack of cards changed into a compleat and perpetual almanack - L.C.2882(19)",1800,
104186554,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2882(2)",1799,
104186555,English lady's complete catechism - L.C.2882(20),1800,
104186556,"Cards spiritualized, or, The pack of cards transformed into a Bible, almanack, and prayer-book - L.C.2882(21)",1800,
104186557,Remarkable and entertaining history of a reclaimed lady of pleasure - L.C.2882(22),1803,
104186558,"Particular and impartial account, of what happened on the scaffold, at the execution of Colonel Marcus Despard, Thomas Broughton, John Francis, Arthur Graham, John MacNamara, John Wood, and J. Sedgwick Wratten, for high treason - L.C.2882(23)",1803,
104186559,Explication of the prophecies of Thomas Rymer - L.C.2882(24),1800,
104186560,"Visions, discoveries and warnings of the dreadful and terrible judgements upon Scotland, England and Ireland - L.C.2882(3)",1799,
104186561,Account of some imaginary apparitions - L.C.2882(4),1801,
104186562,"Joaks upon joaks, or, No joak like a true joak - L.C.2882(5)",1801,
104186563,"Account of several remarkable earthquakes, which happened in various quarters of the world - L.C.2882(6)",1801,
104186564,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2882(7)",1801,
104186565,Tom Thumb's royal riddle book for the trial of dull wits - L.C.2882(8),1801,
104186566,"Life of Robinson Crusoe, of York, mariner - L.C.2882(9)",1801,
104186567,Tullochgorum - L.C.2883(1),1823,
104186568,Betsey Baker - L.C.2883(10),1829,
104186569,Sailor's tragedy - L.C.2883(11),1825,
104186570,Roy's wife of Aldivalloch - L.C.2883(12),1823,
104186571,Hallow fair - L.C.2883(13),1826,
104186572,Maggy Lauther - L.C.2883(14),1823,
104186573,He comes from the wars - L.C.2883(15),1825,
104186574,"Watty's travels to Carslile [sic], in search of a place - L.C.2883(16)",1826,
104186575,Tam O'Shanter - L.C.2883(17),1825,
104186576,Grog - L.C.2883(18),1825,
104186577,Bonny Mally Stewart - L.C.2883(19),1825,
104186578,Wonderful advantages of drunkenness - L.C.2883(2),1828,
104186579,John Anderson my Jo - L.C.2883(20),1828,
104186580,"Rab and Ringan, a tale - L.C.2883(21)",1827,
104186581,"Surprising adventures, miraculous escapes, and wonderful travels, of the renowned Baron Munchausen - L.C.2883(22)",182u,
104186582,Three famous new songs - L.C.2883(23),1825,
104186583,George and Britain save - L.C.2883(24),1825,
104186584,'Twas on the morn of sweet May Day - L.C.2883(25),1829,
104186585,Village sexton - L.C.2883(26),1823,
104186586,Hurrah for the bonnets of blue - L.C.2883(27),1829,
104186587,Woodpecker - L.C.2883(28),1820,
104186588,Four excellent songs - L.C.2883(3),1835,
104186589,King's muster - L.C.2883(4),1823,
104186590,Famous history of the valiant London prentice - L.C.2866(16),1807,
104186591,"Satan's invisible world discover'd, or, The history or witches and warlocks - L.C.2866(17)",1807,
104186592,Comical history of the collier's wedding - L.C.2866(18),1808,
104186593,Joe Miller's jests - L.C.2866(19),1810,
104186594,"New proverbs, on the pride of women, or, The vanity of this world displayed - L.C.2866(2)",1799,
104186595,Advice to the young - L.C.2866(20),1812,
104186596,"Younger brother, or, The sufferings of Saint Andre - L.C.2866(3)",1800,
104186597,"Unfortunate son, or, A kind wife is worth gold - L.C.2866(4)",1800,
104186598,Famous history of the learned Friar Bacon - L.C.2866(5),1800,
104186599,History of the wicked life and horrid death of Dr John Faustus - L.C.2866(6),1800,
104186600,History of the wicked life and horrid death of Dr John Faustus - L.C.2866(7),1800,
104186601,History of Lawrence Lazy - L.C.2866(8),1803,
104186602,"Adventures of the extravagant wit, or, The English swindler - L.C.2866(9)",1803,
104186603,Testimony to the work of reformation in Britain and Ireland - L.C.2867(1),1802,
104186604,"Glimpse of glory, or, A Gospel discovery of Emmanuel's land - L.C.2867(10)",1806,
104186605,"Divine shepherd, or, The good minister's care over the flock of Jesus Christ - L.C.2867(11)",1806,
104186606,"Heavenly rest for a weary soul, or, The pilgrim at his journey's end - L.C.2867(12)",1806,
104186607,"Dissertation on family worship, or, A guide, to domestic happiness - L.C.2867(13)",1800,
104186608,"Religious courtship, or, The advantages and disadvantages of the marriage state - L.C.2867(14)",1810,
104186609,Good news to Scotland - L.C.2867(2),1800,
104186610,Christ in the clouds coming to judgement - L.C.2867(3),1801,
104186611,"Riches of Christ, and glorious treasure of heavenly joys - L.C.2867(4)",1801,
104186612,Pious Christian's preparation for his latter end - L.C.2867(5),1801,uncertain
104186613,Hidden thoughts brought to light - L.C.2867(6),1805,
104186614,Great importance of a suitable preparation for death - L.C.2867(7),1806,
104186615,On the providence of God in the government of the world - L.C.2867(8),1806,
104186616,Counsels to young men - L.C.2867(9),1806,
104186617,"Memoirs of the late John Kippen, cooper, in Methven, near Perth - L.C.2868(1)",1812,
104186618,Counsels to young men - L.C.2868(10),1810,
104186619,History of Jack Horner - L.C.2868(11),1811,
104186620,Description of the four parts of the world - L.C.2868(12),1800,
104186621,Famous and memorable history of the battle on Chevy-Chace - L.C.2868(13),1811,
104186622,Christ's kirk on the green - L.C.2868(14),1810,
104186623,History of Jack of Newbury - L.C.2868(15),1810,
104186624,Narrative of the extraordinary adventures of four Russian sailors - L.C.2868(16),1810,
104186625,Brief relation of the adventures of Bamfylde Moore Carew - L.C.2868(17),1810,
104186626,History of the wicked life and horrid death of Dr John Faustus - L.C.2868(18),1810,
104186627,"Merry frolicks, or, The comical cheats of Swalpo, a notorious pick-pocket - L.C.2868(19)",1810,
104186628,History of the two children in the wood - L.C.2868(2),1800,
104186629,Poetical pieces on various subjects - L.C.2868(20),1810,
104186630,Adventures of Cap. Gulliver - L.C.2868(3),1810,
104186631,"Life and transactions of Mrs. Jane Shore, concubine to K. Edward IV - L.C.2868(4)",1810,
104186632,History of Jack Horner - L.C.2868(5),1810,
104186633,Arraigning and indicting of Sir John Barleycorn - L.C.2868(6),1810,
104186634,Surprising adventures of John Roach - L.C.2868(7),1810,
104186635,Narrative of the life of Mrs. Hamilton - L.C.2868(8),1810,
104186636,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2868(9)",1810,
104186637,Witty and entertaining exploits of George Buchanan - L.C.2869(1),1813,
104186638,Collection of Scots proverbs - L.C.2869(10),1813,
104186639,"Wanton Tom, or, The merry history of Tom Stitch the tailor - L.C.2869(11)",1813,
104186640,Life and surprising adventures of Sir William Wallace - L.C.2869(12),1813,
104186641,Witty and entertaining exploits of George Buchanan - L.C.2869(13),1813,
104186642,"Dreamer's oracle, or, A new and universal explanation of all kinds of dreams and visions of the night - L.C.2869(14)",1813,
104186643,"Exploits of wise Willie, and witty Eppie the ale-wife, of Buchaven [sic] - L.C.2869(15)",1813,
104186644,History of the blind beggar of Bethnal Green - L.C.2869(16),1813,
104186645,Art of courtship - L.C.2869(17),1813,
104186646,Sermon - L.C.2869(18),1813,
104186647,New history of all religions - L.C.2869(19),1813,
104186648,"Witty and entertaining exploits of wise Willie, and witty Eppie - L.C.2869(2)",1813,
104186649,"Account of the particular soliloquies and covenant engagements, of Mrs. Janet Hamilton - L.C.2869(20)",1813,
104186650,"Scots piper's queries, or, John Falkirk's cariches - L.C.2869(3)",1813,
104186652,Collection of Scots proverbs - L.C.2869(4),1813,
104186653,True tale of Robin Hood - L.C.2869(5),1813,
104186654,Coalman's courtship to the creel-wife's daughter - L.C.2869(6),1813,
104186655,"History of the seven wise masters, of Rome - L.C.2869(7)",1813,
104186656,Coalman's courtship to the creel-wife's daughter - L.C.2869(8),1813,
104186657,"King Robert Bruce's garland, an heroic ballad, or, The history of the famous Battle of Bannockburn - L.C.2869(9)",1813,
104186658,Happy man - L.C.2869.A(1),1813,
104186659,"Dreams and moles, or, A new and curious fortune book, both for men, maids, wives & widows - L.C.2869.A(10)",1813,
104186660,Strange and wonderful history and prophecies of Mother Shipton - L.C.2869.A(11),1813,
104186661,Life and prophecies of Mr. Alexander Peden - L.C.2869.A(12),1800,
104186662,Letter-writer - L.C.2869.A(13),1807,
104186663,Latest account of the loss of the Comet - L.C.2869.A(14),1825,
104186664,Soliloquy on the soul - L.C.2869.A(2),1813,
104186665,"New and surprising account of the great plague in London, in the year 1665 - L.C.2869.A(3)",1813,
104186666,"Religious courtship, or, The advantages and disadvantages of the marriage state - L.C.2869.A(4)",1813,
104186667,Battle of Waterloo - L.C.2869.A(5),1815,
104186668,History of the blind beggar of Bethnal Green - L.C.2869.A(6),1813,
104186669,"Thrummy Cap, a tale - L.C.2869.A(7)",1813,
104186670,History of the King and the cobler - L.C.2869.A(8),1813,
104186671,History of the King and the cobler - L.C.2869.A(9),1813,
104186672,Excellent garland containing four choice songs - L.C.2870(1),1813,
104186673,"Famous comic song, called, Lawrie O'Broom's rambles - L.C.2870(10)",1813,
104186674,Highland laddie - L.C.2870(11),1813,
104186675,Farmer and lace-merchant - L.C.2870(12),1813,
104186676,"King Robert Bruce's garland, an heroic ballad, or, A precise account of the famous battle of Bannockburn - L.C.2870(13)",1813,
104186677,"Song, on the grand illumination in Glasgow - L.C.2870(14)",1813,
104186678,When late I wander'd - L.C.2870(15),1813,
104186679,Wap your wealth together - L.C.2870(16),1813,
104186680,Most excellent ballad called the Gosport tragedy - L.C.2870(17),1813,
104186681,"Blackamoor in the wood, or, A lamentable ballad on the tragical end of a gallant lord and virtuous lady - L.C.2870(18)",1813,
104186682,Tippling farmer - L.C.2870(19),1813,
104186683,Astonishing Abraham Newland - L.C.2870(2),1815,
104186684,Captain Mulligan - L.C.2870(20),1813,
104186685,New touch on the times - L.C.2870(21),1813,
104186686,"Humours of Gravel Lane, or, The cobler's daughter's wedding - L.C.2870(22)",1813,
104186687,Prevailing fashions - L.C.2870(23),1813,
104186688,My Poll and my partner Joe - L.C.2870(24),1813,
104186689,My ain dear Jean - L.C.2870(25),1813,
104186690,That's the real dandy - L.C.2870(26),1813,
104186691,Little couple - L.C.2870(3),1813,
104186692,Beneath the willow tree - L.C.2870(4),1813,
104186693,"Excellent old song, called, The battle of the Boyn, or, King William crossing the Boyn water - L.C.2870(5)",1813,
104186694,Gloomy winter's now awa' - L.C.2870(6),1813,
104186695,Crafty farmer - L.C.2870(7),1813,
104186696,She's as the opening lilly fair - L.C.2870(8),1813,
104186697,"Pope's knavery, or, Old Nick's invention - L.C.2870(9)",1813,
104186698,Battle of Waterloo - L.C.2871(1),1815,
104186699,Wife of Beith reformed and corrected - L.C.2871(2),1813,
104186700,History of Moll Flanders - L.C.2871(3),1813,
104186701,Tale of three bonnets - L.C.2871(4),1813,
104186702,"Frisky songster, or, Merry fellow's companion - L.C.2871(5)",1813,
104186703,Life & prophecies of Mr. Alexr. Peden - L.C.2871(6),1813,
104186704,"Friar and boy, or, The young piper's pleasant pastime - L.C.2871(7)",1813,
104186705,Wonderful and suprising history of Jack the giant-killer - L.C.2871(8),1813,
104186706,"Beautiful old song, entitled, The Duke of Gordon's three daughters - L.C.2872(1)",1813,
104186707,Excellent old ballad describing the woeful hunting and famous battle on Chevy-Chace - L.C.2872(10),1813,
104186708,Seven excellent new songs - L.C.2872(11),1813,
104186709,New garland of choice songs - L.C.2872(12),1815,
104186710,Jessie the flower o' Dumblain - L.C.2872(13),1813,
104186711,Caladonia [sic] - L.C.2872(14),1813,
104186712,Old man's wish - L.C.2872(15),1813,
104186713,Ewe-boughts Marion - L.C.2872(16),1813,
104186714,"Excellent new song, called, Esk mill - L.C.2872(17)",1813,
104186715,Tragical end of William and Margaret - L.C.2872(18),1813,
104186716,Modern beau - L.C.2872(19),1813,
104186717,Maggy Lauther - L.C.2872(2),1813,
104186718,Tom and Polly - L.C.2872(20),1813,
104186719,Lay thy loof in mine lass - L.C.2872(21),1813,
104186720,Famous battle between Captain Ward and the rainbow - L.C.2872(22),1813,
104186721,To the battle march away - L.C.2872(23),1813,
104186722,"Duke of Gordon's daughters, and Captain Ogilvie - L.C.2872(24)",1813,
104186723,Willie brew'd a peck o' ma't - L.C.2872(25),1813,
104186724,"Wee wifukie, or, This is no me - L.C.2872(26)",1813,
104186725,She's fair an' fause - L.C.2872(27),1813,
104186726,Freemason's song - L.C.2872(28),1818,
104186727,Lovely Jean - L.C.2872(29),1820,
104186728,Vicar of Bray - L.C.2872(3),1813,
104186729,Rigs o' barley - L.C.2872(30),1820,
104186730,Sir James the Ross - L.C.2872(31),1813,
104186731,Lovely Jean - L.C.2872(32),1820,
104186732,Tragedy of Jamie and Nancy of Yarmouth - L.C.2872(33),1813,
104186733,"All in the downs, or, Black ey'd Susan - L.C.2872(34)",1813,
104186734,Lord Duncan's victory over the Dutch fleet - L.C.2872(35),1813,
104186735,"Susan Py, or, Young Bichen's garland - L.C.2872(4)",1813,
104186736,Merry fairs of Falkirk - L.C.2872(5),1813,
104186737,Beggar girl - L.C.2872(6),1813,
104186738,"Watty and Meg, or, The wife reform'd - L.C.2872(7)",1813,
104186739,"Wee wifukie, or, This is no me - L.C.2872(8)",1813,
104186740,"Beautiful old ballad, of the babes in the wood - L.C.2872(9)",1813,
104186741,Battle of Prestonpans - L.C.2873(1),1820,
104186742,Allan Tine o' Harrow - L.C.2873(10),1826,
104186743,Loch-na-garr - L.C.2873(11),1820,
104186744,Hunting of Chevy-Chace - L.C.2873(12),1820,
104186745,Captain Wedderburn's courtship - L.C.2873(13),1820,
104186746,Allan Tine O'Harrow - L.C.2873(14),1820,
104186747,Tak your auld cloak about ye - L.C.2873(15),1820,
104186748,Dear is my little native vale - L.C.2873(16),1820,
104186749,Blue bonnets o'er the border - L.C.2873(17),1820,
104186750,Highland plaid - L.C.2873(18),1820,
104186751,Lament for Abercrombie - L.C.2873(19),1820,
104186752,Hallow fair - L.C.2873(2),1820,
104186753,Haughs of Crumdel - L.C.2873(20),1820,
104186754,Young Lochinvar - L.C.2873(21),1820,
104186755,Haughs of Crumdel - L.C.2873(22),1820,
104186756,Bonny lassie's plaidy awa - L.C.2873(23),1820,
104186757,Garland of songs - L.C.2873(24),1820,
104186758,Bundle and go - L.C.2873(25),1820,
104186759,Woodman - L.C.2873(26),1820,
104186760,Bess the Gawkie - L.C.2873(27),1820,
104186761,Merry may the maid be - L.C.2873(28),1820,
104186762,Woodpecker - L.C.2873(29),1820,
104186763,Duke of Gordon's daughters - L.C.2873(3),1820,
104186764,Soldier's dream - L.C.2873(30),1820,
104186765,Braes o' Birniebouzle - L.C.2873(31),1820,
104186766,Unfortunate shepherdess - L.C.2873(32),1820,
104186767,Ungrateful Nanny - L.C.2873(33),1820,
104186768,Peck o' maut - L.C.2873(34),1820,
104186769,Easy John - L.C.2873(35),1820,
104186770,"Jemmy and Nancy of Yarmouth, or, The constant lovers - L.C.2873(36)",1820,
104186771,Tragedy of Sir James the Rose - L.C.2873(37),1820,
104186772,"Home, sweet home - L.C.2873(38)",1829,
104186773,Kail brose of auld Scotland - L.C.2873(39),1820,
104186774,Carle now the King's come - L.C.2873(4),1822,
104186775,Lammy - L.C.2873(5),1823,
104186776,Unhappy voyage of Captain Glen - L.C.2873(6),1825,
104186777,Duke of Gordon's daughters - L.C.2873(7),1823,
104186778,Sailor's tragedy - L.C.2873(8),1826,
104186779,Battle of the Boyn - L.C.2873(9),1826,
104186780,Bonny Mally Stewart - L.C.2874(1),1823,
104186781,Lilies of the valley - L.C.2874(10),1825,
104186782,Lilies of the valley - L.C.2874(11),1825,
104186783,Battle of the Boyne - L.C.2874(12),1825,
104186784,Farmer - L.C.2874(13),1825,
104186785,George and Britain save - L.C.2874(14),1825,
104186786,George and Britain save - L.C.2874(15),1825,
104186787,Sailors tragedy - L.C.2874(16),1825,
104186788,Sailor's tragedy - L.C.2874(17),1825,
104186789,Soldier's return - L.C.2874(18),1825,
104186790,Bonny Mally Stewart - L.C.2874(19),1825,
104186791,Flower o' Dunblane - L.C.2874(2),1823,
104186792,Edwin and Emma - L.C.2874(20),1825,
104186793,Netherton ball - L.C.2874(21),1825,
104186794,Battle of Prestonpans - L.C.2874(22),1825,
104186795,Braes o' Gleniffer - L.C.2874(23),1825,
104186796,Woodpecker - L.C.2874(24),1825,
104186797,Robin Aboon - L.C.2874(25),1825,
104186798,Allan Tine o' Harrow - L.C.2874(26),1825,
104186799,Herrin in sa't - L.C.2874(27),1825,
104186800,Disappointed lover - L.C.2874(28),1825,
104186801,Johnnie Cope - L.C.2874(29),1826,
104186802,Maggy Lauther - L.C.2874(3),1823,
104186803,Bonny lass of Banaphie - L.C.2874(30),1826,
104186804,Hills o' Gallowa - L.C.2874(31),1826,
104186805,Hallow fair - L.C.2874(32),1826,
104186806,Sair sair was my heart - L.C.2874(33),1826,
104186807,Bonny Mally Stewart - L.C.2874(34),1826,
104186808,Thinks I to myself thinks I - L.C.2874(35),1826,
104186809,Welcome Charlie o'er the main - L.C.2874(36),1826,
104186810,Blue bonnets o'er the border - L.C.2874(37),1826,
104186811,Tragedy of Sir James the Rose - L.C.2874(38),1820,
104186812,Blackamoor of the wood - L.C.2874(39),1820,
104186813,Allister M'Allister - L.C.2874(4),1823,
104186814,"Andrew Lammie, or, Mill of Tiftie's Annie - L.C.2874(40)",1820,
104186815,Bonny Jean - L.C.2874(5),1824,
104186816,Massacre of Glencoe - L.C.2874(6),1824,
104186817,Battle of Prestonpans - L.C.2874(7),1824,
104186818,Turkish lady - L.C.2874(8),1824,
104186819,Donald M'Donald - L.C.2874(9),1824,
104186820,"Life and surprising adventures of that renowned hero, Sir Wm. Wallace - L.C.2875(1)",1820,
104186821,Life and transactions of Mrs Jane Shore - L.C.2875(10),1820,
104186822,"Cogitations upon death, or, The mirror of man's misery - L.C.2875(11)",1820,
104186823,"Scottish proverbs, or, The wise sayings of the old people of Scotland - L.C.2875(12)",1827,
104186824,Pleasures of matrimony - L.C.2875(13),1828,
104186825,Royal riddle book - L.C.2875(14),1828,
104186826,"Long pack, or, A shot with Copenhagen - L.C.2875(15)",1828,
104186827,"Fashionable dreamer, or, Dreams realized - L.C.2875(16)",1828,
104186828,"History of the four Kings of Canterbury, Colchester, Cornwall, and Cumberland - L.C.2875(17)",1820,
104186829,"Travels from Aleppo to the city of Jerusalem, and through the Holy Land, in the year 1776 - L.C.2875(18)",1820,
104186830,History of Moll Flanders - L.C.2875(19),1828,
104186831,Life and exploits of Rob Roy MacGregor - L.C.2875(2),1820,
104186832,History and adventures of Jack Mansong - L.C.2875(20),1828,
104186833,Surprising savage girl - L.C.2875(3),1820,
104186834,Thrummy Cap and the ghaist - L.C.2875(4),1820,
104186835,Book of knowledge - L.C.2875(5),1820,
104186836,Merry tales of the wise men of Gotham - L.C.2875(6),1820,
104186837,"Wanton Tom, or, The merry tricks of Tom Stitch the tailor - L.C.2875(7)",1820,
104186838,Laird of Cool's ghost - L.C.2875(8),1820,
104186839,"Lost and undone son of perdition, or, The life and death of Judas Iscariot - L.C.2875(9)",1820,
104186840,John Falkirk's cariches - L.C.2876(1),1820,
104186841,"Fun upon fun, or, The comical and merry tricks of Leper the tailor - L.C.2876(10)",1820,
104186842,New historical catechism - L.C.2876(11),1828,
104186843,Witty and entertaining exploits of George Buchanan - L.C.2876(12),1820,
104186844,Witty and entertaining exploits of George Buchanan - L.C.2876(13),1828,
104186845,"History of Duncan Campbell, and his dog Oscar - L.C.2876(14)",1828,
104186846,Prophecies of Thomas the Rhymer - L.C.2876(15),1828,
104186847,"Life of the martyr, John Brown, of Priesthill, in the parish of Muirkirk, Ayrshire - L.C.2876(16)",1828,
104186848,"Laugh and grow fat, or, The comical budget of wit - L.C.2876(17)",1828,
104186849,Village curate - L.C.2876(18),1820,
104186850,Comical history of Simple John and his twelve misfortunes - L.C.2876(19),1828,
104186851,Ancient and modern history of Buckhaven in Fife-shire - L.C.2876(2),1820,
104186852,Comical sayings of Paddy from Cork - L.C.2876(20),1820,
104186853,"Ali Baba, or, The forty thieves - L.C.2876(21)",1820,
104186854,"Cogitations upon death, or, The mirror of man's misery - L.C.2876(22)",1820,
104186855,Comical transactions of Lothian Tom - L.C.2876(3),1822,
104186856,History of Moll Flanders - L.C.2876(4),1823,
104186857,Coalman's courtship to the creel-wife's daughter - L.C.2876(5),1820,
104186858,Surprising savage girl - L.C.2876(6),1820,
104186859,"History of the Haverel wives, or, The folly of witless women displayed - L.C.2876(7)",1820,
104186860,"London spy, or, The frauds of London described - L.C.2876(8)",1825,
104186861,History of the King and the cobler - L.C.2876(9),1825,
104186862,Soldier's departure - L.C.2876.A(1),1816,
104186863,A'body's like to be married but me - L.C.2876.A(10),1816,
104186864,Sae will we yet - L.C.2876.A(11),1816,
104186865,"Ali Baba, or, The forty thieves, destroyed by Morgiana, a female slave - L.C.2876.A(12)",1816,
104186866,Fair Margaret's misfortunes - L.C.2876.A(13),1820,
104186867,Unfortunate shepherdess - L.C.2876.A(14),1820,
104186868,Haughs of Crumdel - L.C.2876.A(15),1820,
104186869,Bonny lass of Banaphie - L.C.2876.A(16),1826,
104186870,Tam Glen - L.C.2876.A(17),1820,
104186871,Tragedy of Sir James the Rose - L.C.2876.A(18),1820,
104186872,Robin Aboon - L.C.2876.A(19),1825,
104186873,Soldier's return - L.C.2876.A(2),1816,
104186874,Paddy MacShane - L.C.2876.A(3),1816,
104186875,Flowers of the forest - L.C.2876.A(4),1816,
104186876,Tartan plaid - L.C.2876.A(5),1816,
104186877,Bad wife - L.C.2876.A(6),1816,
104186878,By the gaily circling glass - L.C.2876.A(7),1816,
104186879,"Watty and Meg, or, The wife reformed - L.C.2876.A(8)",1816,
104186880,Highlandman's adventures - L.C.2876.A(9),1816,
104186881,Bad wife - L.C.2877(1),1817,
104186882,"Far, far at sea - L.C.2877(10)",1816,
104186883,Willow tree - L.C.2877(11),1816,
104186884,Post captain - L.C.2877(12),1816,
104186885,Swiss patriot - L.C.2877(13),1816,
104186886,Description of Pizzaro - L.C.2877(14),1817,
104186887,Murphy Delaney - L.C.2877(15),1816,
104186888,Wha the deil hae we got for a king? - L.C.2877(16),1816,
104186889,Said a smile to a tear - L.C.2877(17),1816,
104186890,Battle of the Shirra muir - L.C.2877(18),1816,
104186891,Fairfa' the lasses - L.C.2877(19),1816,
104186892,MacGregor Aurara - L.C.2877(2),1817,
104186893,Bessy Bell and Mary Gray - L.C.2877(20),1816,
104186894,Tullochgorum - L.C.2877(21),1816,
104186895,Bessy Bell and Mary Gray - L.C.2877(22),1816,
104186896,Answer to the blue bonnet - L.C.2877(23),1816,
104186897,Sae will we yet - L.C.2877(24),1816,
104186898,My friend and pitcher - L.C.2877(25),1816,
104186899,Swiss patriot - L.C.2877(26),1816,
104186900,Traveller's return - L.C.2877(27),1816,
104186901,Massacre of Glencoe - L.C.2877(28),1816,
104186902,Lass o' Arranteinie - L.C.2877(29),1816,
104186903,Battle of Waterloo - L.C.2877(3),1816,
104186904,Arethusa - L.C.2877(30),1816,
104186905,My Nannie o - L.C.2877(31),1816,
104186906,Traveller's return - L.C.2877(32),1816,
104186907,Bart'lemy fair - L.C.2877(33),1816,
104186908,Fairfa' the lasses - L.C.2877(34),1816,
104186909,Isle of St Helena - L.C.2877(35),1817,
104186910,Corn rigs are bonny - L.C.2877(36),1817,
104186911,MacGregor Aurara - L.C.2877(37),1817,
104186912,Prophecies of Thomas the Rhymer - L.C.2877(38),1816,
104186913,Exciseman - L.C.2877(4),1816,
104186914,Mail coach - L.C.2877(5),1816,
104186915,"Kate Kearny, with The answer - L.C.2877(6)",1816,
104186916,New song in praise of Burns - L.C.2877(7),1816,
104186917,Massacre of Glencoe - L.C.2877(8),1816,
104186918,Scottish glory - L.C.2877(9),1816,
104186919,"Old Scots tragical song, of Sir James the Rose - L.C.2878(1)",1835,
104186920,"Life and death of Fair Rosamond, concubine to King Henry II - L.C.2878(2)",1835,
104186921,Four excellent songs - L.C.2878(3),1835,
104186922,Four popular songs - L.C.2878(4),1835,
104186923,"Third and second part of the new proverbs on the pride of women, or, The vanity of this world displayed - L.C.2878(5)",1835,
104186924,Complete letter writer - L.C.2878(6),1835,
104186925,Cumhadh do dh' iarla Earraghaidhail - L.C.2879(1),1815,
104186926,"Oran le Uilliam MacCoinnich, do ninghein Choinnich ruaidh mhic fir no Comraich - L.C.2879(2)",1815,
104186927,"Ioram na truaighe, le Issachari M'Aula do Thighearna Assinn - L.C.2879(3)",1815,
104186928,"Oran gaoil, Cuir a chinn dilis - L.C.2879(4)",1815,
104186929,Oran do dh'Eoin breac Mac Leoid na Hearadh; le Ruaridh Mac Mhuirich - L.C.2879(5),1815,
104186930,Gille dubh ciar-dhubh - L.C.2879(6),1815,
104186931,History of Valentine and Orson - L.C.2880(1),1835,
104186932,"York dialogue between Ned and Harry, or, Ned giving Harry an account of his courtship and marriage state - L.C.2880(10)",1802,
104186933,Vermin-killer - L.C.2880(11),1801,
104186934,"Last dying speech, and travels, of William Walker - L.C.2880(12)",1800,
104186935,Year that's awa - L.C.2883(5),1829,
104186936,Twine weel the plaiden - L.C.2883(6),1825,
104186937,Queen Mary's lamentation - L.C.2883(7),1823,
104186938,Disappointed lover - L.C.2883(8),1825,
104186939,Young Lochinvar - L.C.2883(9),1828,
104186940,Life and prophecies of Mr. Alexander Peden - L.C.2884(1),1800,
104186941,Account of several remarkable earthquakes which have happened in various quarters of the world - L.C.2884(10),1800,
104186942,History of John Cheap the chapman - L.C.2884(11),1799,
104186943,Renowned history of the seven champions of Christendom - L.C.2884(12),1799,
104186944,Comical adventures of the late Mr James Spiller - L.C.2884(13),1800,
104186945,Witty and entertaining exploits of George Buchanan - L.C.2884(14),1797,
104186946,History of the destruction of Troy - L.C.2884(2),1799,
104186947,"Life and adventures of Sir William Wallace, General and Governor of Scotland - L.C.2884(3)",1799,
104186948,"Scots piper's queries, or, John Falkirk's cariches - L.C.2884(4)",1800,
104186949,Comical history of Simple John and his twelve misfortunes - L.C.2884(5),1800,
104186950,"History of the Emperor Manalay, and his virtuous wife - L.C.2884(6)",1800,
104186951,"Dominie depos'd, or, Some reflections on his intrigue with a young lass, and what happened thereupon - L.C.2884(7)",1800,
104186952,History and comical transactions of Lothian Tom - L.C.2884(8),1800,
104186953,"History of the Haverel wives, or, The folly of witless women displayed - L.C.2884(9)",1801,
104186954,Ancient history of three bonnets - L.C.2885(1),1793,
104186955,Pleasing art of money-catching - L.C.2885(10),1840,
104186957,"Magic pill, or, Davie and Bess - L.C.2885(2)",1810,
104186958,Storys of Prince Lupin - L.C.2885(3),1840,
104186959,Miseries of poor simple innocent silly Tam - L.C.2885(4),1820,uncertain
104186960,John Falkirk's cariches - L.C.2885(5),1850,
104186964,Story teller - L.C.2885(9),1840,
104186965,"Jockey & Maggy's courtship, and unlucky marriage - L.C.2886(1)",1790,
104186966,"Folly of witless women displayed, or, A comical dialogue between Maggy and Janet - L.C.2886(10)",1786,
